School,Program,Result,Result_Date,GPA,Verbal_GRE,Quant_GRE,Writing_GRE,Subject_GRE,Status,Submit_Date,Result_Day,Result_Month,Result_Year,Submit_Day,Submit_Month,Submit_Year,Degree_Type
Carnegie Mellon,"Department Of Statistics, PhD (S11)",Rejected,30 Jan 2011,,,,,,,23 Feb 2011,30,Jan,2011,23,Feb,2011,Phd
Stanford University,"Department Of Statistics, PhD (F11)",Rejected,10 Feb 2011,,,,,,,23 Feb 2011,10,Feb,2011,23,Feb,2011,Phd
Harvard University,"Statistics, PhD (F11)",Rejected,23 Feb 2011,,,,,,,23 Feb 2011,23,Feb,2011,23,Feb,2011,Phd
UIUC,"Statistics, PhD (F11)",Accepted,22 Feb 2011,,,,,,,22 Feb 2011,22,Feb,2011,22,Feb,2011,Phd
University Of Nebraska Lincoln,"Statistics, PhD (F11)",Rejected,22 Feb 2011,3.0,800.0,730.0,3.0,,U,22 Feb 2011,22,Feb,2011,22,Feb,2011,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F11)",Accepted,22 Feb 2011,,,,,,,22 Feb 2011,22,Feb,2011,22,Feb,2011,Phd
U Of Pitt,"Applied Statistics, Masters (F11)",Rejected,22 Feb 2011,,,,,,,22 Feb 2011,22,Feb,2011,22,Feb,2011,Masters
University Of South Carolina,"Statistics, PhD (F11)",Accepted,21 Feb 2011,,,,,,,22 Feb 2011,21,Feb,2011,22,Feb,2011,Phd
University Of South Carolina,"Statistics, PhD (F11)",Accepted,21 Feb 2011,,,,,,,21 Feb 2011,21,Feb,2011,21,Feb,2011,Phd
University Of South Carolina,"Statistics, PhD (F11)",Accepted,21 Feb 2011,,,,,,,21 Feb 2011,21,Feb,2011,21,Feb,2011,Phd
University Of Toronto,"Department Of Statistics, Masters (F11)",Accepted,11 Feb 2011,,,,,,,20 Feb 2011,11,Feb,2011,20,Feb,2011,Masters
University Of Connecticut,"Statistics, PhD (F11)",Rejected,19 Feb 2011,3.0,770.0,800.0,4.5,810.0,A,19 Feb 2011,19,Feb,2011,19,Feb,2011,Phd
U Of Pitt,"Statistics, PhD (F11)",Rejected,9 Feb 2011,3.0,770.0,800.0,4.5,810.0,A,19 Feb 2011,9,Feb,2011,19,Feb,2011,Phd
George Mason  University,"Department Of Statistics, PhD (F11)",Accepted,17 Feb 2011,,,,,,,19 Feb 2011,17,Feb,2011,19,Feb,2011,Phd
Queens University,"Mathematics And Statistics, PhD (F11)",Accepted,18 Feb 2011,4.0,470.0,800.0,4.5,,I,19 Feb 2011,18,Feb,2011,19,Feb,2011,Phd
University Of Connecticut,"Biostatistics, Statistics, Masters (F11)",Accepted,18 Feb 2011,3.6000000000000001,630.0,780.0,4.0,,A,18 Feb 2011,18,Feb,2011,18,Feb,2011,Masters
San Diego State University,"Biostatistics, Statistics, Masters (F11)",Accepted,18 Feb 2011,3.6000000000000001,630.0,780.0,4.0,,A,18 Feb 2011,18,Feb,2011,18,Feb,2011,Masters
San Diego State University,"Statistics, Masters (F11)",Accepted,16 Feb 2011,3.75,530.0,770.0,5.0,,A,17 Feb 2011,16,Feb,2011,17,Feb,2011,Masters
University Of Chicago,"Statistics, PhD (F11)",Accepted,17 Feb 2011,,,,,,,17 Feb 2011,17,Feb,2011,17,Feb,2011,Phd
Yale,"Statistics, PhD (F11)",Rejected,16 Feb 2011,3.8700000000000001,800.0,750.0,4.0,630.0,U,17 Feb 2011,16,Feb,2011,17,Feb,2011,Phd
UC Berkeley,"Statistics, PhD (F11)",Rejected,15 Feb 2011,3.8700000000000001,800.0,750.0,4.0,630.0,U,17 Feb 2011,15,Feb,2011,17,Feb,2011,Phd
Yale,"Department Of Statistics, Masters (F11)",Rejected,17 Feb 2011,,,,,,,17 Feb 2011,17,Feb,2011,17,Feb,2011,Masters
University Of Washington,"Statistics, Masters (F11)",Rejected,17 Feb 2011,,,,,,,17 Feb 2011,17,Feb,2011,17,Feb,2011,Masters
Yale,"Statistics, Masters (F11)",Rejected,17 Feb 2011,,,,,,,17 Feb 2011,17,Feb,2011,17,Feb,2011,Masters
Yale,"Statistics, Masters (F11)",Rejected,17 Feb 2011,,,,,,,17 Feb 2011,17,Feb,2011,17,Feb,2011,Masters
Yale,"Statistics, Masters (F11)",Rejected,17 Feb 2011,,,,,,,17 Feb 2011,17,Feb,2011,17,Feb,2011,Masters
Yale,"Statistics, Masters (F11)",Rejected,16 Feb 2011,,,,,,,17 Feb 2011,16,Feb,2011,17,Feb,2011,Masters
Yale,"Statistics, PhD (F11)",Rejected,16 Feb 2011,3.96,700.0,800.0,4.0,,U,17 Feb 2011,16,Feb,2011,17,Feb,2011,Phd
University Of Toronto,"Department Of Statistics, Masters (F11)",Accepted,11 Feb 2011,,,,,,,16 Feb 2011,11,Feb,2011,16,Feb,2011,Masters
Yale,"Statistics, Masters (F11)",Rejected,16 Feb 2011,,,,,,,16 Feb 2011,16,Feb,2011,16,Feb,2011,Masters
Yale,"Statistics, Masters (F11)",Rejected,16 Feb 2011,,,,,,,16 Feb 2011,16,Feb,2011,16,Feb,2011,Masters
Yale,"Statistics, PhD (F11)",Rejected,17 Feb 2011,,,,,,,16 Feb 2011,17,Feb,2011,16,Feb,2011,Phd
University Of Georgia,"Statistics, PhD (F11)",Accepted,14 Feb 2011,,,,,,,16 Feb 2011,14,Feb,2011,16,Feb,2011,Phd
Duke,"Statistics, PhD (F11)",Accepted,11 Feb 2011,,,,,,,16 Feb 2011,11,Feb,2011,16,Feb,2011,Phd
University Of Georgia,"Statistics, PhD (F11)",Accepted,14 Feb 2011,,,,,,,16 Feb 2011,14,Feb,2011,16,Feb,2011,Phd
Michigan State University,"Statistics, PhD (F11)",Accepted,14 Feb 2011,,,,,,,16 Feb 2011,14,Feb,2011,16,Feb,2011,Phd
University Of Chicago,"Statistics, PhD (F11)",Accepted,15 Feb 2011,,,,,,,16 Feb 2011,15,Feb,2011,16,Feb,2011,Phd
U Of Pitt,"Statistics, PhD (F11)",Accepted,16 Feb 2011,4.0,510.0,800.0,4.0,,A,16 Feb 2011,16,Feb,2011,16,Feb,2011,Phd
ETH Zurich,"Statistics, Masters (F11)",Accepted,31 Jan 2011,,,,,,,15 Feb 2011,31,Jan,2011,15,Feb,2011,Masters
Purdue University,"Statistics, Masters (F11)",Rejected,26 Jan 2011,,,,,,,15 Feb 2011,26,Jan,2011,15,Feb,2011,Masters
Carnegie Mellon,"Statistics, PhD (F11)",Rejected,1 Feb 2011,,,,,,,15 Feb 2011,1,Feb,2011,15,Feb,2011,Phd
University Of Chicago,"Statistics, PhD (F11)",Accepted,15 Feb 2011,,,,,,,15 Feb 2011,15,Feb,2011,15,Feb,2011,Phd
University Of Chicago,"Statistics, PhD (F11)",Accepted,15 Feb 2011,,,,,,,15 Feb 2011,15,Feb,2011,15,Feb,2011,Phd
Ohio State University,"Statistics, PhD (F11)",Accepted,14 Feb 2011,,,,,,,15 Feb 2011,14,Feb,2011,15,Feb,2011,Phd
Harvard University,"Statistics, Masters (F11)",Accepted,14 Feb 2011,,,,,,,15 Feb 2011,14,Feb,2011,15,Feb,2011,Masters
University Of Pennsylvania,"Statistics, PhD (F11)",Rejected,15 Feb 2011,,,,,,,15 Feb 2011,15,Feb,2011,15,Feb,2011,Phd
Duke,"Statistics, PhD (F11)",Rejected,14 Feb 2011,,,,,,,15 Feb 2011,14,Feb,2011,15,Feb,2011,Phd
Harvard University,"Department Of Statistics, Masters (F11)",Accepted,14 Feb 2011,,,,,,,15 Feb 2011,14,Feb,2011,15,Feb,2011,Masters
Michigan State University,"Statistics, PhD (F11)",Accepted,14 Feb 2011,4.0,510.0,800.0,4.0,,A,14 Feb 2011,14,Feb,2011,14,Feb,2011,Phd
University Of Rochester,"Statistics, PhD (F11)",Accepted,14 Feb 2011,,,,,,,14 Feb 2011,14,Feb,2011,14,Feb,2011,Phd
Duke,"Statistics, PhD (F11)",Rejected,14 Feb 2011,,,,,,,14 Feb 2011,14,Feb,2011,14,Feb,2011,Phd
Temple University,"Statistics, PhD (F11)",Accepted,4 Feb 2011,,,,,,,14 Feb 2011,4,Feb,2011,14,Feb,2011,Phd
Penn State University,"Statistics, PhD (F11)",Accepted,14 Feb 2011,4.0,510.0,800.0,4.0,,A,14 Feb 2011,14,Feb,2011,14,Feb,2011,Phd
Yale,"Statistics, Masters (F11)",Accepted,10 Feb 2011,,,,,,,14 Feb 2011,10,Feb,2011,14,Feb,2011,Masters
Cornell University,"Statistics, PhD (F11)",Accepted,13 Feb 2011,,,,,,,13 Feb 2011,13,Feb,2011,13,Feb,2011,Phd
University Of South Carolina,"Department Of Statistics, PhD (F11)",Accepted,12 Feb 2011,,,,,,,12 Feb 2011,12,Feb,2011,12,Feb,2011,Phd
Syracuse University,"Applied Statistics, Masters (F11)",Accepted,12 Feb 2011,3.6299999999999999,490.0,790.0,3.0,,I,12 Feb 2011,12,Feb,2011,12,Feb,2011,Masters
Virginia Tech,"Statistics, PhD (F11)",Accepted,1 Feb 2011,,,,,,,11 Feb 2011,1,Feb,2011,11,Feb,2011,Phd
University Of Washington,"Statistics, Masters (F11)",Rejected,11 Feb 2011,,,,,,,11 Feb 2011,11,Feb,2011,11,Feb,2011,Masters
University Of Washington,"Statistics, Masters (F11)",Rejected,11 Feb 2011,,,,,,,11 Feb 2011,11,Feb,2011,11,Feb,2011,Masters
Yale,"Statistics, Masters (F11)",Accepted,11 Feb 2011,,,,,,,11 Feb 2011,11,Feb,2011,11,Feb,2011,Masters
University Of Washington,"Statistics, Masters (F11)",Rejected,11 Feb 2011,,,,,,,11 Feb 2011,11,Feb,2011,11,Feb,2011,Masters
Yale,"Statistics, Masters (F11)",Accepted,10 Feb 2011,,,,,,,11 Feb 2011,10,Feb,2011,11,Feb,2011,Masters
University Of Washington,"Statistics, Masters (F11)",Rejected,10 Feb 2011,3.8599999999999999,570.0,780.0,30.0,,I,10 Feb 2011,10,Feb,2011,10,Feb,2011,Masters
University Of Washington,"Statistics, Masters (F11)",Rejected,10 Feb 2011,,,,,,,10 Feb 2011,10,Feb,2011,10,Feb,2011,Masters
Yale,"Statistics, PhD (F11)",Accepted,10 Feb 2011,,,,,,,10 Feb 2011,10,Feb,2011,10,Feb,2011,Phd
University Of Washington,"Statistics, Masters (F11)",Rejected,11 Feb 2011,,,,,,,10 Feb 2011,11,Feb,2011,10,Feb,2011,Masters
Stanford University,"Department Of Statistics, PhD (F11)",Accepted,9 Feb 2011,,,,,,,10 Feb 2011,9,Feb,2011,10,Feb,2011,Phd
Duke,"Statistics, PhD (F11)",Rejected,3 Feb 2011,,,,,,,10 Feb 2011,3,Feb,2011,10,Feb,2011,Phd
Washington University In St Louis,"Statistics, Masters (F11)",Accepted,9 Feb 2011,,,,,,,10 Feb 2011,9,Feb,2011,10,Feb,2011,Masters
Arizona State  University,"Statistics, PhD (F11)",Rejected,10 Feb 2011,,,,,,,10 Feb 2011,10,Feb,2011,10,Feb,2011,Phd
U Of Pitt,"Statistics, PhD (F11)",Rejected,9 Feb 2011,,,,,,,10 Feb 2011,9,Feb,2011,10,Feb,2011,Phd
Penn State University,"Mathematical Statistics, PhD (F11)",Accepted,10 Feb 2011,,,,,,,10 Feb 2011,10,Feb,2011,10,Feb,2011,Phd
U Of Pitt,"Statistics, Masters (F11)",Rejected,10 Feb 2011,,,,,,,10 Feb 2011,10,Feb,2011,10,Feb,2011,Masters
Stanford University,"Statistics, PhD (F11)",Rejected,9 Feb 2011,,,,,,,9 Feb 2011,9,Feb,2011,9,Feb,2011,Phd
Stanford University,"Statistics, PhD (F11)",Rejected,9 Feb 2011,,,,,,,9 Feb 2011,9,Feb,2011,9,Feb,2011,Phd
Stanford University,"Statistics, PhD (F11)",Accepted,9 Feb 2011,,,,,,,9 Feb 2011,9,Feb,2011,9,Feb,2011,Phd
Stanford University,"Statistics, PhD (F11)",Rejected,8 Feb 2011,,,,,,,9 Feb 2011,8,Feb,2011,9,Feb,2011,Phd
Stanford University,"Statistics, PhD (F11)",Rejected,9 Feb 2011,,,,,,,9 Feb 2011,9,Feb,2011,9,Feb,2011,Phd
Stanford University,"Statistics, PhD (F11)",Accepted,9 Feb 2011,,,,,,,9 Feb 2011,9,Feb,2011,9,Feb,2011,Phd
Stanford University,"Statistics, PhD (F11)",Rejected,9 Feb 2011,,,,,,,9 Feb 2011,9,Feb,2011,9,Feb,2011,Phd
University Of Washington,"Statistics, PhD (F11)",Rejected,1 Feb 2011,,,,,,,9 Feb 2011,1,Feb,2011,9,Feb,2011,Phd
Stanford University,"Statistics, PhD (F11)",Accepted,9 Feb 2011,,,,,,,9 Feb 2011,9,Feb,2011,9,Feb,2011,Phd
Stanford University,"Statistics, PhD (F11)",Rejected,8 Feb 2011,,,,,,,8 Feb 2011,8,Feb,2011,8,Feb,2011,Phd
Stanford University,"Statistics, PhD (F11)",Rejected,8 Feb 2011,,,,,,,8 Feb 2011,8,Feb,2011,8,Feb,2011,Phd
University Of Iowa,"Biostatistics, Statistics, PhD (F11)",Accepted,7 Feb 2011,3.8500000000000001,620.0,780.0,5.5,,A,8 Feb 2011,7,Feb,2011,8,Feb,2011,Phd
University Of Washington,"Statistics, Masters (F11)",Rejected,1 Feb 2011,,,,,,,8 Feb 2011,1,Feb,2011,8,Feb,2011,Masters
Virginia Tech,"Statistics, Masters (F11)",Accepted,7 Feb 2011,,720.0,690.0,4.5,,A,7 Feb 2011,7,Feb,2011,7,Feb,2011,Masters
Virginia Tech,"Statistics, PhD (F11)",Accepted,4 Feb 2011,,,,,,,7 Feb 2011,4,Feb,2011,7,Feb,2011,Phd
Virginia Tech,"Statistics, Masters (F11)",Accepted,7 Feb 2011,,,,,,,7 Feb 2011,7,Feb,2011,7,Feb,2011,Masters
Ohio State University,"Statistics, PhD (F11)",Accepted,6 Feb 2011,3.8999999999999999,660.0,800.0,4.5,,A,6 Feb 2011,6,Feb,2011,6,Feb,2011,Phd
Harvard University,"Statistics, Masters (F11)",Rejected,4 Feb 2011,,,,,,,4 Feb 2011,4,Feb,2011,4,Feb,2011,Masters
Duke,"Statistics, PhD (F11)",Rejected,4 Feb 2011,,,,,,,4 Feb 2011,4,Feb,2011,4,Feb,2011,Phd
McGill University,"Statistics, Masters (F11)",Rejected,3 Feb 2011,,,,,,,4 Feb 2011,3,Feb,2011,4,Feb,2011,Masters
Duke,"Statistics, PhD (F11)",Rejected,3 Feb 2011,,,,,,,4 Feb 2011,3,Feb,2011,4,Feb,2011,Phd
Duke,"Statistics, PhD (F11)",Rejected,4 Feb 2011,,,,,,,4 Feb 2011,4,Feb,2011,4,Feb,2011,Phd
Duke,"Statistics, PhD (F11)",Rejected,3 Feb 2011,,,,,,,3 Feb 2011,3,Feb,2011,3,Feb,2011,Phd
Duke,"Statistics, PhD (F11)",Rejected,3 Feb 2011,,,,,,,3 Feb 2011,3,Feb,2011,3,Feb,2011,Phd
Duke,"Statistics, PhD (F11)",Rejected,3 Feb 2011,,,,,,,3 Feb 2011,3,Feb,2011,3,Feb,2011,Phd
Purdue University,"Statistics, PhD (F11)",Rejected,28 Jan 2011,,,,,,,3 Feb 2011,28,Jan,2011,3,Feb,2011,Phd
Harvard University,"Mathematical Statistics, PhD (F11)",Rejected,3 Feb 2011,,,,,,,3 Feb 2011,3,Feb,2011,3,Feb,2011,Phd
Harvard University,"Mathematical Statistics, PhD (F11)",Rejected,3 Feb 2011,,,,,,,3 Feb 2011,3,Feb,2011,3,Feb,2011,Phd
Virginia Tech,"Statistics, PhD (F11)",Accepted,3 Feb 2011,,,,,,,3 Feb 2011,3,Feb,2011,3,Feb,2011,Phd
University Of Washington,"Statistics, PhD (F11)",Rejected,2 Feb 2011,,,,,,,3 Feb 2011,2,Feb,2011,3,Feb,2011,Phd
University Of Washington,"Statistics, PhD (F11)",Rejected,2 Feb 2011,,,,,,,3 Feb 2011,2,Feb,2011,3,Feb,2011,Phd
University Of Minnesota,"Statistics, PhD (F11)",Accepted,2 Feb 2011,3.8999999999999999,660.0,800.0,4.5,,A,2 Feb 2011,2,Feb,2011,2,Feb,2011,Phd
University Of Washington,"Statistics, PhD (F11)",Rejected,2 Feb 2011,,,,,,,2 Feb 2011,2,Feb,2011,2,Feb,2011,Phd
University Of Washington,"Mathematical Statistics, PhD (F11)",Rejected,1 Feb 2011,,,,,,,2 Feb 2011,1,Feb,2011,2,Feb,2011,Phd
Carnegie Mellon,"Statistics And Machine Learning, PhD (F11)",Rejected,31 Jan 2011,,,,,,,2 Feb 2011,31,Jan,2011,2,Feb,2011,Phd
University Of Minnesota,"Statistics, PhD (F11)",Accepted,21 Jan 2011,,,,,,,2 Feb 2011,21,Jan,2011,2,Feb,2011,Phd
University Of Washington,"Statistics, PhD (F11)",Rejected,1 Feb 2011,3.8199999999999998,410.0,750.0,5.5,,A,2 Feb 2011,1,Feb,2011,2,Feb,2011,Phd
University Of Washington,"Statistics, PhD (F11)",Rejected,2 Feb 2011,,,,,,,2 Feb 2011,2,Feb,2011,2,Feb,2011,Phd
University Of Pennsylvania,"Statistics, PhD (F11)",Accepted,1 Feb 2011,,,,,,,1 Feb 2011,1,Feb,2011,1,Feb,2011,Phd
Emory University Rollins School Of Public Health,"Biostatistics, Statistics, PhD (F11)",Rejected,1 Feb 2011,,,,,,,1 Feb 2011,1,Feb,2011,1,Feb,2011,Phd
Yale,"Statistics, Masters (F11)",Rejected,1 Feb 2011,,,,,,,1 Feb 2011,1,Feb,2011,1,Feb,2011,Masters
Carnegie Mellon,"Statistics, PhD (F11)",Rejected,31 Jan 2011,,,,,,,1 Feb 2011,31,Jan,2011,1,Feb,2011,Phd
Carnegie Mellon,"Statistics And Machine Learning, PhD (F11)",Rejected,1 Feb 2011,,,,,,,1 Feb 2011,1,Feb,2011,1,Feb,2011,Phd
Yale,"Statistics, Masters (F11)",Rejected,1 Feb 2011,,,,,,,1 Feb 2011,1,Feb,2011,1,Feb,2011,Masters
Yale,"Statistics, Masters (F11)",Rejected,1 Feb 2011,,,,,,,1 Feb 2011,1,Feb,2011,1,Feb,2011,Masters
Yale,"Statistics, Masters (F11)",Rejected,1 Feb 2011,,,,,,,1 Feb 2011,1,Feb,2011,1,Feb,2011,Masters
Carnegie Mellon,"Statistics, PhD (F11)",Rejected,31 Jan 2011,,,,,,,1 Feb 2011,31,Jan,2011,1,Feb,2011,Phd
Carnegie Mellon,"Statistics, PhD (F11)",Rejected,31 Jan 2011,,,,,,,31 Jan 2011,31,Jan,2011,31,Jan,2011,Phd
U Of Kentucky,"Statistics, Masters (F11)",Accepted,13 Dec 2010,3.7400000000000002,530.0,770.0,5.0,,A,30 Jan 2011,13,Dec,2010,30,Jan,2011,Masters
U Of Pitt,"Statistics, PhD (F11)",Accepted,29 Jan 2011,3.8999999999999999,730.0,800.0,4.5,,A,29 Jan 2011,29,Jan,2011,29,Jan,2011,Phd
University Of Minnesota,"Statistics, PhD (F11)",Accepted,21 Jan 2011,,,,,,,27 Jan 2011,21,Jan,2011,27,Jan,2011,Phd
Virginia Tech,"Statistics, PhD (F11)",Accepted,26 Jan 2011,,,,,,,26 Jan 2011,26,Jan,2011,26,Jan,2011,Phd
University Of Minnesota,"Statistics, PhD (F11)",Rejected,25 Jan 2011,3.7999999999999998,690.0,800.0,4.5,,A,25 Jan 2011,25,Jan,2011,25,Jan,2011,Phd
University Of Washington,"Statistics, PhD (F11)",Accepted,14 Jan 2011,,,,,,,25 Jan 2011,14,Jan,2011,25,Jan,2011,Phd
University Of Washington,"Statistics, PhD (F11)",Accepted,14 Jan 2011,,,,,,,25 Jan 2011,14,Jan,2011,25,Jan,2011,Phd
"University Of California, Riverside","Statistics, Masters (F11)",Accepted,24 Jan 2011,,,,,,,24 Jan 2011,24,Jan,2011,24,Jan,2011,Masters
University Of Minnesota,"Statistics, Masters (F11)",Rejected,23 Jan 2011,,,,,,,23 Jan 2011,23,Jan,2011,23,Jan,2011,Masters
Virginia Tech,"Mathematical Statistics, PhD (F11)",Accepted,22 Jan 2011,3.8999999999999999,560.0,760.0,4.0,,A,22 Jan 2011,22,Jan,2011,22,Jan,2011,Phd
University Of Minnesota,"Statistics, PhD (F11)",Rejected,22 Jan 2011,,,,,,,22 Jan 2011,22,Jan,2011,22,Jan,2011,Phd
University Of Minnesota,"Statistics, PhD (F11)",Accepted,22 Jan 2011,,,,,,,22 Jan 2011,22,Jan,2011,22,Jan,2011,Phd
University Of Connecticut,"Statistics, Masters (F11)",Accepted,22 Jan 2011,,,,,,,22 Jan 2011,22,Jan,2011,22,Jan,2011,Masters
University Of Washington,"Statistics, PhD (F11)",Accepted,14 Jan 2011,,,,,,,20 Jan 2011,14,Jan,2011,20,Jan,2011,Phd
University Of Washington,"Statistics, PhD (F11)",Accepted,15 Jan 2011,,,,,,,20 Jan 2011,15,Jan,2011,20,Jan,2011,Phd
Iowa State,"Statistics, PhD (F11)",Accepted,13 Jan 2011,,,,,,,20 Jan 2011,13,Jan,2011,20,Jan,2011,Phd
University Of Washington,"Statistics, PhD (F11)",Accepted,14 Jan 2011,3.9500000000000002,750.0,800.0,4.5,,A,18 Jan 2011,14,Jan,2011,18,Jan,2011,Phd
TAMU,"Statistics, Masters (F11)",Rejected,12 Jan 2011,3.8999999999999999,460.0,800.0,3.0,,I,15 Jan 2011,12,Jan,2011,15,Jan,2011,Masters
U Of Pitt,"Statistics, PhD (F11)",Rejected,5 Dec 2010,3.7999999999999998,790.0,710.0,4.0,,U,5 Dec 2010,5,Dec,2010,5,Dec,2010,Phd
Rice University,"Statistics, Masters (F10)",Accepted,27 Apr 2010,,,,,,,27 Apr 2010,27,Apr,2010,27,Apr,2010,Masters
University Of Toronto,"Statistics, PhD (F10)",Accepted,23 Apr 2010,,,,,,,23 Apr 2010,23,Apr,2010,23,Apr,2010,Phd
George Mason  University,"Statistics, Masters (F10)",Accepted,22 Apr 2010,,,,,,,23 Apr 2010,22,Apr,2010,23,Apr,2010,Masters
Northwestern University,"Statistics, PhD (F10)",Rejected,22 Apr 2010,,,,,,,22 Apr 2010,22,Apr,2010,22,Apr,2010,Phd
Purdue University,"Statistics, Masters (F10)",Accepted,20 Apr 2010,3.7999999999999998,610.0,790.0,4.5,,A,22 Apr 2010,20,Apr,2010,22,Apr,2010,Masters
Purdue University,"Applied Statistics, Masters (F10)",Rejected,22 Apr 2010,,,,,,,22 Apr 2010,22,Apr,2010,22,Apr,2010,Masters
Purdue University,"Statistics, PhD (F10)",Rejected,21 Apr 2010,3.0,770.0,800.0,4.5,810.0,A,21 Apr 2010,21,Apr,2010,21,Apr,2010,Phd
Purdue University,"Statistics, Masters (F10)",Accepted,20 Apr 2010,,,,,,,21 Apr 2010,20,Apr,2010,21,Apr,2010,Masters
Purdue University,"Applied Statistics, Masters (F10)",Accepted,20 Apr 2010,,,,,,,20 Apr 2010,20,Apr,2010,20,Apr,2010,Masters
NCSU,"Statistics, Masters (F10)",Rejected,15 Apr 2010,,,,,,,20 Apr 2010,15,Apr,2010,20,Apr,2010,Masters
NCSU,"Statistics, PhD (F10)",Rejected,15 Apr 2010,4.0,580.0,800.0,4.5,,U,20 Apr 2010,15,Apr,2010,20,Apr,2010,Phd
Purdue University,"Statistics, Masters (F10)",Accepted,29 Apr 2010,,,,,,,20 Apr 2010,29,Apr,2010,20,Apr,2010,Masters
University Of Waterloo,"Statistics, Masters (F10)",Accepted,19 Apr 2010,,,,,,,19 Apr 2010,19,Apr,2010,19,Apr,2010,Masters
Rice University,"Statistics, Masters (F10)",Accepted,17 Apr 2010,,,,,,,17 Apr 2010,17,Apr,2010,17,Apr,2010,Masters
NCSU,"Statistics, Masters (F10)",Rejected,17 Apr 2010,,,,,,,17 Apr 2010,17,Apr,2010,17,Apr,2010,Masters
Queens University,"Statistics, Masters (F10)",Rejected,16 Apr 2010,,,,,,,16 Apr 2010,16,Apr,2010,16,Apr,2010,Masters
NCSU,"Statistics, PhD (F10)",Rejected,16 Apr 2010,,,,,,,16 Apr 2010,16,Apr,2010,16,Apr,2010,Phd
NCSU,"Statistics, PhD (F10)",Rejected,16 Apr 2010,,,,,,,16 Apr 2010,16,Apr,2010,16,Apr,2010,Phd
NCSU,"Statistics, Masters (F10)",Rejected,16 Apr 2010,,,,,,,16 Apr 2010,16,Apr,2010,16,Apr,2010,Masters
University Of Chicago,"Statistics, Masters (F10)",Rejected,15 Apr 2010,,,,,,,15 Apr 2010,15,Apr,2010,15,Apr,2010,Masters
University Of Chicago,"Statistics, Masters (F10)",Rejected,15 Apr 2010,,,,,,,15 Apr 2010,15,Apr,2010,15,Apr,2010,Masters
University Of Chicago,"Statistics, Masters (F10)",Rejected,14 Apr 2010,,,,,,,14 Apr 2010,14,Apr,2010,14,Apr,2010,Masters
Oklahoma State University,"Statistics, PhD (F10)",Accepted,14 Apr 2010,,,,,,,14 Apr 2010,14,Apr,2010,14,Apr,2010,Phd
Oklahoma State University,"Statistics, PhD (F10)",Accepted,13 Apr 2010,,,,,,,13 Apr 2010,13,Apr,2010,13,Apr,2010,Phd
Purdue University,"Statistics, Masters (F10)",Accepted,13 Apr 2010,,,,,,,13 Apr 2010,13,Apr,2010,13,Apr,2010,Masters
University Of Chicago,"Statistics, PhD (F10)",Rejected,13 Apr 2010,,,,,,,13 Apr 2010,13,Apr,2010,13,Apr,2010,Phd
U Of Pitt,"STATISTICS, PhD (F10)",Accepted,10 Feb 2010,3.6699999999999999,540.0,800.0,6.0,,A,12 Apr 2010,10,Feb,2010,12,Apr,2010,Phd
Columbia University,"Statistics, Masters (F10)",Accepted,10 Apr 2010,,,,,,,10 Apr 2010,10,Apr,2010,10,Apr,2010,Masters
Iowa State,"Statistics, PhD (F10)",Rejected,9 Apr 2010,,,,,,,9 Apr 2010,9,Apr,2010,9,Apr,2010,Phd
U Of Pitt,"Statistics, Masters (F10)",Accepted,9 Apr 2010,,,,,,,9 Apr 2010,9,Apr,2010,9,Apr,2010,Masters
UNLV,"Statistics, PhD (F10)",Accepted,8 Apr 2010,,,,,,,8 Apr 2010,8,Apr,2010,8,Apr,2010,Phd
Duke,"Statistics, PhD (F10)",Rejected,6 Apr 2010,,,,,,,6 Apr 2010,6,Apr,2010,6,Apr,2010,Phd
University Of Florida,"Statistics, PhD (F10)",Rejected,6 Apr 2010,,,,,,,6 Apr 2010,6,Apr,2010,6,Apr,2010,Phd
Cornell University,"Statistics, Masters (F10)",Accepted,5 Apr 2010,,,,,,,5 Apr 2010,5,Apr,2010,5,Apr,2010,Masters
Duke,"Statistics, PhD (F10)",Rejected,3 Apr 2010,,,,,,,3 Apr 2010,3,Apr,2010,3,Apr,2010,Phd
Purdue University,"Statistics, Masters (F10)",Accepted,2 Apr 2010,,,,,,,3 Apr 2010,2,Apr,2010,3,Apr,2010,Masters
Duke,"Statistics, PhD (F10)",Rejected,3 Apr 2010,,,,,,,3 Apr 2010,3,Apr,2010,3,Apr,2010,Phd
Duke,"Statistics, PhD (F10)",Rejected,2 Apr 2010,,,,,,,2 Apr 2010,2,Apr,2010,2,Apr,2010,Phd
Florida State University,"Statistics, PhD (F10)",Accepted,1 Apr 2010,,,,,,,2 Apr 2010,1,Apr,2010,2,Apr,2010,Phd
Baylor University,"Applied Statistics, PhD (S10)",Rejected,28 Mar 2010,,,,,,,2 Apr 2010,28,Mar,2010,2,Apr,2010,Phd
Florida State University,"Statistics, PhD (F10)",Accepted,1 Apr 2010,,,,,,,1 Apr 2010,1,Apr,2010,1,Apr,2010,Phd
University Of Toronto,"Statistics, PhD (S10)",Rejected,31 Mar 2010,,,,,,,31 Mar 2010,31,Mar,2010,31,Mar,2010,Phd
Rice University,"Statistics, Masters (F10)",Accepted,31 Mar 2010,,,,,,,31 Mar 2010,31,Mar,2010,31,Mar,2010,Masters
