school,program,decision,GPA,GRE,GRE_AW
University Of California Davis (UCD),Anthropology (Biological),Rejected,3.8,550.0,4.5
University of Oxford,Economics Mphil,Accepted,3.91,780.0,5.5
University Of Pennsylvania GSE,International Educational Development,Accepted,3.3,770.0,4.0
Columbia University,Political Science (IR),Rejected,3.78,760.0,5.5
Yale University,Art History,Rejected,3.72,510.0,5.5
Ohio State University - Columbus,Quantitative Psychology,Accepted,3.79,800.0,4.5
Duke University,Decision Sciences,Rejected,3.79,800.0,4.5
Princeton University,Cognitive Psychology,Rejected,3.79,800.0,4.5
Columbia (GSAS),Cognitive Psychology,Rejected,3.79,800.0,4.5
Pennsylvania State University (PSU),Economics,Rejected,3.37,800.0,4.5
Baylor College of Medicine,Cellular and Molecular Biology,Accepted,3.6,740.0,4.5
Adelphi University,Communication Disorders/ Speech Pathology,Accepted,3.95,420.0,4.0
Cornell University,Atmospheric Science,Accepted,3.91,780.0,4.0
Trachtenberg School of Public Policy and Public Administration,Master In Public Administration MPA,Accepted,3.4,630.0,4.5
Johns Hopkins University,American History,Rejected,3.99,760.0,6.0
University of Pennsylvania,American History,Accepted,3.99,760.0,6.0
"University Of California, Berkeley (UCB)",Economics,Rejected,3.85,800.0,3.5
"Texas Tech University (TTU), Lubbock, Texas",Computer Science (CS),Accepted,3.2,760.0,3.5
University Of Washington,Integrative Biology,Accepted,3.9,800.0,5.5
ETH Zurich,Mechanical Engineering,Rejected,3.2,800.0,3.0
University Of Pittsburgh,Computer Science,Accepted,3.93,800.0,5.5
UCLA Henry Samuel College Of Engineering,Aerospace Engineering,Accepted,3.71,800.0,3.0
Washington University in St. Louis (WashU/WUSTL),Biomedical Engineering (BME),Accepted,4.0,780.0,5.0
University Of Pennslyvania,Sociology,Rejected,3.9,620.0,5.5
University of Chicago,Middle Eastern Studies,Accepted,3.85,510.0,4.5
California Polytechnic State University,Psychology,Rejected,3.7,650.0,4.0
San Diego State University (SDSU),Marriage And Family Therapy,Rejected,3.6,650.0,4.0
University Of Toronto,Economics,Accepted,3.8,800.0,4.5
Seton Hall University,Communication Disorders / Speech Pathology,Accepted,3.9,590.0,5.0
University Of Maryland (College Park),Computer Science,Accepted,3.8,770.0,5.0
"University Of California, Berkeley (UCB)",Goldman School Of Public Policy,Rejected,3.73,660.0,4.5
University Of Illinois Urbana Champaign (UIUC),Computer Science,Accepted,3.7,800.0,3.5
Duke University,Cognitive Neuroscience,Rejected,3.8,700.0,5.5
University of Oregon,Psychology CNS Division,Rejected,3.8,680.0,5.5
University Of Virginia (Charlottesville),Systems And Informatiion Engineering,Wait,3.7,800.0,3.5
University of Michigan,Applied Statistics,Rejected,3.66,590.0,3.5
Cornell University,Electrical Engineering (ECE),Rejected,3.93,780.0,4.5
Iowa State University,Chemistry,Rejected,3.5,350.0,3.0
Drexel University,Materials Science And Engineering,Rejected,3.5,790.0,3.0
University of Kentucky,Materials Science & Engineering (MSE),Accepted,3.5,790.0,3.0
"University Of California, Los Angeles (UCLA)",Physics,Accepted,3.62,800.0,4.5
Southern Methodist University,Clinical Psychology,Rejected,4.0,650.0,5.5
University of Texas at Austin,Philosophy,Rejected,3.82,680.0,5.5
Fairfield University,School Psychology,Rejected,3.8,570.0,6.0
Southern Connecticut State University,School Psychology,Rejected,3.8,570.0,6.0
Georgia Institute of Technology,Materials Science & Engineering (MSE),Accepted,3.7,790.0,4.5
Stanford University,Electrical Engineering,Accepted,3.86,800.0,4.5
"University Of California, Los Angeles (UCLA)",Astronomy And Physics,Rejected,2.4,770.0,3.5
Carnegie Mellon University,Software Engineering,Rejected,3.2,800.0,3.0
Montclair State University,Communication Sciences And Disorders/Speech Pathology,Rejected,3.94,710.0,4.5
University of Chicago,Committee on Social Thought,Rejected,3.97,800.0,5.5
UCB,Economics,Rejected,3.8,800.0,3.0
University Of Maryland Baltimore Country (UMBC),Cell and Molecular Biology,Rejected,3.1,740.0,4.0
University of Texas at Austin,Cell and Molecular Biology,Accepted,3.1,740.0,4.0
"University Of Colorado Denver, Anschutz Medical Campus","Cell, Stem Cell, And Developmental Biology",Accepted,3.1,740.0,4.0
Stanford University,Education (S.T.E.P.) - Multi-Subject,Accepted,3.58,740.0,4.5
University Of Pennsylvania (UPenn) Wharton,Applied Economics,Rejected,3.73,790.0,5.0
Yale Graduate School Of Arts And Sciences,English,Rejected,3.89,770.0,4.0
"University Of California, Los Angeles (UCLA)",Department Of Political Science (IR),Accepted,3.87,730.0,5.0
Northeastern University (NEU),Political Science,Accepted,3.9,650.0,5.0
"University Of North Carolina, Chapel Hill (UNC)",Biological And Biomedical Sciences Program (BBSP),Rejected,3.22,750.0,4.5
"University Of California, Berkeley (UCB)",Economics,Rejected,4.0,800.0,4.5
University Of Southern California (USC),Urban Planning,Accepted,3.5,680.0,5.5
University Of Washington,Philosophy,Rejected,4.0,540.0,6.0
"University Of California, Berkeley (UCB)",Economics,Rejected,3.7,800.0,5.0
"University Of California, Berkeley (UCB)",Computer Science,Rejected,3.99,770.0,3.5
Brown University,Department Of Mechanical Engineering,Accepted,3.6,800.0,5.0
University Of Washington - Seattle (UW),ECE (Electrical Engineering),Accepted,3.91,800.0,5.5
University Of Georgia Athens,Classical Languages,Accepted,3.6,660.0,4.0
George Mason University,Applied Experimental And Human Factors Psychology,Accepted,4.0,650.0,4.5
University Of Illinois Urbana Champaign (UIUC),Physics,Rejected,2.9,760.0,5.0
New York University (NYU),Middle Eastern And Islam Studies,Accepted,3.3,740.0,4.0
University Of Massachusetts Amherst (UMASS),Philosophy,Accepted,3.7,760.0,5.0
"University Of Massachusetts, Amherst (UMass)",Philosophy,Accepted,3.6,700.0,5.0
University of Texas at Austin,Strategic And Organizational Communications,Accepted,3.6,660.0,4.5
"Mississippi State University, Starkville,",Educational Psychology-School Psychology,Accepted,3.9,640.0,4.5
University Of Minnesota At Twin Cities,Economics,Accepted,3.7,800.0,5.0
Princeton University,Religion,Rejected,3.54,510.0,5.5
University of Indianapolis,Clinical Psychology,Accepted,3.39,680.0,5.5
Duke University,Medical Physics,Accepted,3.9,800.0,4.0
University Of Central Florida (UCF),Biomedical Sciences,Accepted,3.2,560.0,4.5
University of Indianapolis,Clinical Psychology PsyD,Accepted,3.8,700.0,4.5
Princeton University,Religion,Rejected,3.9,690.0,5.5
University of Texas at Austin,Astronomy,Rejected,3.2,660.0,4.5
University of Illinois Urbana-Champaign,Physics,Rejected,3.25,800.0,3.5
Loyola University Chicago,Clinical Psychology,Rejected,3.93,680.0,5.0
Yeshiva University- Ferkauf,Combined School-Clinical Child Psychology PsyD,Accepted,3.52,770.0,5.0
"University Of Wisconsin, Madison",Mathematics,Rejected,3.5,790.0,3.5
University Of Maryland (College Park),Criminology and Criminal Justice,Rejected,3.82,580.0,5.0
University of Pennsylvania,Criminology,Accepted,3.82,580.0,5.0
Michigan Technological University,Civil Engineering,Rejected,2.7,800.0,2.5
Yeshiva University- Ferkauf,Clinical Psychology (with Health Emphasis),Rejected,3.4,780.0,3.5
Fordham University,Clinical Psychology,Rejected,3.4,780.0,3.5
"University Of Illinois At Chicago, UIC",Philosophy,Accepted,3.85,770.0,5.0
University of Illinois,Philosophy,Wait,3.66,780.0,5.0
Brown University,Sociology,Rejected,3.88,530.0,5.0
Boston University,Anthropology (cultural),Rejected,3.71,740.0,5.0
Princeton University,Religion,Rejected,3.92,680.0,5.5
Duke University,Molecular Genetics And Microbiology (MGM),Accepted,3.24,670.0,4.0
Boston University,Elementary Education,Rejected,3.24,490.0,3.5
American University,Department Of Political Science (IR),Accepted,3.8,770.0,4.0
University of Rhode Island,Behavioral Science (Psychology),Accepted,3.53,710.0,4.5
North Carolina State University (NCSU),Civil Engineering (Structures),Rejected,3.4,410.0,3.0
Colorado School of Mines,Mining Engineering,Accepted,3.35,700.0,2.0
Auburn University,Civil Engineering (Structures),Accepted,3.4,410.0,3.0
Texas A & M University (TAMU),Civil Engineering (Structures),Rejected,3.4,410.0,3.0
University Of Central Florida (UCF),ECE (Electrical And Computer Engineering),Accepted,3.77,800.0,3.5
University Of Pennsylvania (UPenn),Clinical Psychology,Rejected,3.76,680.0,4.5
Cornell University,Computer Science,Rejected,3.8,800.0,3.5
University of Texas at Austin,"Biology (Ecology, Evolutionary Biology And Behavior)",Accepted,3.38,730.0,6.0
"University Of Winconsin, Madison(UWM)",Agricultural and Applied Economics,Rejected,3.78,800.0,4.5
University Of Minessota,Apparel Design,Accepted,3.73,800.0,3.0
"University Of Massachusetts, Amherst (UMass)",Computer Science,Accepted,3.92,800.0,5.5
University Of California At Berkeley,Industrial Engineering And Operation Research,Rejected,3.7,800.0,4.5
Mount Sinai School Of Medicine,Biomedical Sciences,Rejected,4.0,750.0,3.5
Arizona State University,Department Of Political Science,Accepted,3.9,730.0,4.5
Virginia Tech,Communication,Accepted,3.97,780.0,6.0
Virginia Tech,English,Accepted,3.97,780.0,6.0
University of Texas at Austin,Operations Research And Industrial Engineering,Accepted,3.8,800.0,3.0
"University Of California, Berkeley (UCB)",Industrial Engineering and Operations Research,Rejected,3.8,800.0,3.0
Princeton University,Mechanical And Aerospace Engineering,Rejected,3.58,800.0,4.0
Texas A & M University (TAMU),ECE (Electrical And Computer Engineering) Embedded Systems,Rejected,3.9,800.0,3.0
University Of Massachusetts Amherst (UMASS),ECE (Electrical And Computer Engineering),Rejected,3.9,800.0,3.0
University Of Maryland (College Park),Second Language Acquisition,Accepted,3.75,730.0,4.5
Cornell University,Computer Science,Rejected,3.4,750.0,3.0
Arizona State University,English Literature,Accepted,3.96,650.0,5.0
Brigham Young University,Counseling Psychology,Accepted,3.7,690.0,4.0
Texas A & M University (TAMU),Counseling Psychology,Rejected,3.7,690.0,4.0
Cornell University,Computer Science,Rejected,3.1,800.0,3.0
Rensselaer Polytechnic Institute (RPI),Civil Eng.(transportation),Accepted,3.9,760.0,4.5
Penn State (PSU),Civil Eng.(transportation),Accepted,3.9,760.0,4.5
Carnegie Mellon University,Computer Science (LTI),Rejected,3.3,800.0,4.0
"University Of California, Berkeley (UCB)",East Asian Languages and Cultures,Rejected,3.81,640.0,4.0
Dartmouth College,Physics,Accepted,3.45,770.0,4.0
University of Houston,I/O Psychology,Accepted,3.7,800.0,4.0
University Of Pennsylvania (UPenn),Psychology (Cognitive),Rejected,3.81,720.0,4.5
University Of Virginia,Economics,Accepted,4.0,800.0,3.5
Cornell University,Computer Science,Rejected,3.84,800.0,4.5
University Of Pennsylvania (UPenn),Cognitive Neuroscience,Rejected,3.66,720.0,5.0
"Florida State University (FSU), Tallahassee.",English,Accepted,3.92,680.0,5.5
"University Of Maryland, Baltimore County (UMBC) (UMBC)",Speech And Language Pathology,Wait,3.4,660.0,4.5
Cornell University,Computer Science,Rejected,3.83,640.0,3.0
Columbia (SIPA),Sustainable Development,Accepted,4.0,800.0,3.0
Cornell University,Computer Scicence,Rejected,4.0,800.0,5.5
Ball State University,Clinical Mental Health Counseling,Rejected,3.6,290.0,5.0
Stanford University,Aerospace Engineering (AE),Rejected,3.42,790.0,5.5
Purdue University (west Lafayette),Aerospace Engineering (AE),Accepted,3.42,790.0,5.5
Syracuse University,English,Accepted,3.89,580.0,4.5
Duke University,Religion,Rejected,3.54,510.0,5.5
University of Texas at Austin,Women And Gender Studies,Rejected,3.35,620.0,4.5
Stanford University,English,Rejected,3.8,760.0,5.5
University Of Toronto,Computer Science,Rejected,3.99,790.0,3.5
Boston University,Physics,Rejected,3.8,780.0,5.0
Stanford University,English,Rejected,3.6,650.0,3.0
"University Of California, Berkeley (UCB)",EECS,Accepted,3.8,790.0,4.0
"University Of Michigan, Ann Arbor",Information,Rejected,3.2,780.0,3.5
"University Of Massachusetts, Amherst (UMass)",English,Rejected,3.8,790.0,6.0
University of Illinois Urbana-Champaign,Applied Physics,Accepted,3.9,780.0,4.0
"University Of California, San Diego (UCSD)",ECE (Electrical And Computer Engineering),Accepted,3.91,800.0,5.5
University Of Maryland (College Park),Biological Sciences,Rejected,3.3,630.0,4.0
University Of Georgia Athens,Genetics,Accepted,3.3,630.0,4.0
"University Of Illinois, Urbana Champaign (UIUC)",Physics,Accepted,3.9,800.0,5.0
City University Of New York (CUNY) Graduate Center,Biology,Rejected,3.33,770.0,4.0
University of North Carolina (UNC),Philosophy,Wait,3.93,690.0,6.0
Yale University,American History,Rejected,3.99,760.0,6.0
Penn State University,Statistics,Accepted,4.0,800.0,4.0
Northwestern University,Philosophy,Accepted,3.9,790.0,6.0
American University,Anthropology,Rejected,3.75,700.0,6.0
University Of Pennsylvania (UPenn),Psychology,Accepted,3.9,790.0,4.5
"University Of California, Berkeley (UCB)",English,Accepted,3.8,760.0,5.5
Indiana University,"Biology (Ecology, Evolutionary Biology And Behavior)",Rejected,3.3,630.0,4.0
Yale University,History (European),Wait,3.83,740.0,5.5
University of Pennsylvania,Computer Sciece - Robotic,Rejected,3.8,800.0,3.0
University of North Carolina (UNC),Philosophy,Rejected,3.85,770.0,5.0
Stanford University,Aero & Astro,Accepted,4.05,800.0,3.5
University of Southern California,Institute For History And Philosophy Of Science,Rejected,3.93,690.0,6.0
University of North Carolina (UNC),Philosophy,Rejected,3.7,750.0,4.5
University Of North Carolina (UNC),Philosophy,Rejected,4.0,650.0,5.5
Rice Universiry,Economics,Wait,3.4,800.0,4.5
University of North Carolina (UNC),Philosophy,Rejected,3.97,730.0,4.5
Nova Southeastern University,Clinical Psychology (CPS),Rejected,3.67,740.0,5.5
Imperial College London,Aeronautics (Computational Methods),Accepted,3.0,800.0,3.0
"University Of Michigan, Ann Arbor",Computer Science,Accepted,3.47,540.0,4.0
Cornell University,Materials Science & Engineering (MSE),Accepted,3.0,800.0,3.0
North Carolina State University,Industrial Engineering,Accepted,3.3,800.0,3.5
Princeton University,Computer Science,Rejected,3.95,790.0,5.0
University Of Massachusetts Amherst (UMASS),Linguistics,Rejected,3.5,580.0,3.0
Harvard University,Education Leadership Policy And Organizations,Rejected,3.89,720.0,5.0
Carnegie Mellon University,Biomedical Engieering,Accepted,3.95,770.0,4.0
Northwestern University,Engineering Sciences And Applied Math,Accepted,3.7,770.0,4.5
University Of Pennsylvania - Computer & Information Science,Computer Science (CS),Rejected,3.4,750.0,5.0
Portland State University,Applied Developmental Psychology,Rejected,3.9,760.0,5.5
"University Of California, Davis (UCD)",Physics,Accepted,3.85,800.0,3.0
Ohio State University (OSU),Social Psychology,Rejected,3.8,800.0,4.5
Cornell University,Applied And Computational Mathematics (ACM),Wait,3.7,800.0,4.5
University Of Virginia (Charlottesville),Government/Political Science (Comparative),Accepted,3.66,690.0,5.5
"University Of Wisconsin, Madison",Transportation Engineering,Accepted,3.08,780.0,4.5
University Of Central Florida (UCF),Civil Engineering,Accepted,3.23,780.0,3.5
University of California (UCSB),Anthropology (cultural),Accepted,3.97,670.0,5.0
Ohio State University (OSU),Comparative Literary Studies,Accepted,3.97,670.0,5.0
University Of Pennsylvania (UPenn),Computer Science,Rejected,4.0,790.0,5.0
University Of Florida (Gainesville),Women & Gender Studies,Rejected,3.6,290.0,5.0
"University Of Wisconsin, Madison",English,Accepted,3.97,800.0,5.0
University Of Nevada-Reno,Clinical Psychology,Rejected,3.97,780.0,5.0
Northwestern University,Materials Science And Engineering,Accepted,3.5,740.0,5.5
"University Of Texas, Dallas (UT Dallas)",Communication Disorders / Speech Pathology,Accepted,3.68,680.0,4.0
Syracuse University,Astronomy And Physics,Accepted,3.6,770.0,4.0
"University Of Illinois, Urbana Champaign (UIUC)",Department Of Communication,Rejected,3.8,710.0,4.5
Rutgers University,Pure Mathematics,Rejected,3.83,800.0,99.99
"University Of Minnesota, Twin Cities",Art History,Rejected,3.8,620.0,6.0
Rice Universiry,Economics,Wait,3.8,760.0,4.5
George Mason University,I/o Psychology,Rejected,3.56,550.0,5.5
City University Of New York (CUNY) Graduate Center,English,Accepted,3.95,730.0,5.0
Stanford University,Computer Science (CS),Rejected,3.94,800.0,5.0
Brown University,Computer Science,Rejected,3.74,800.0,4.5
Southern Illinois University - Carbondale,Applied Psychology - Psychological Development,Rejected,3.49,500.0,3.0
The Chicago School Of Professional Psychology,School Psychology,Accepted,3.99,620.0,5.0
Boston College,Theology,Rejected,3.9,780.0,5.5
Princeton University,Mechanical And Aeronautical Engineering,Rejected,3.2,800.0,4.0
University Of California At San Diego,Neuroscience & Behavior (Psychology),Rejected,3.32,710.0,4.5
University of Texas at Austin,Behavioral Neuroscience (Psychology),Rejected,3.32,710.0,4.5
University of Texas at Austin,ECE Electrical Engineering,Accepted,3.91,800.0,5.5
George Washington University,Systems Engineering,Accepted,3.8,760.0,4.5
DePaul University,Clinical Child Psychology,Rejected,3.93,720.0,5.0
University of California,"Evolution, Ecology, And Organismal Biology",Accepted,3.7,780.0,4.0
Stanford University,"Biochemistry, Molecular Biology And Genetics (BMBG)",Rejected,3.4,710.0,4.5
Pennsylvania State University (PSU),"Demography, Sociology",Rejected,3.5,750.0,4.5
Penn State University,"Demography, Sociology",Rejected,3.5,750.0,4.5
University of Illinois Urbana-Champaign,I/o Psychology,Rejected,4.0,720.0,5.0
"University Of California, Berkeley (UCB)",Comparative Literature,Rejected,3.8,560.0,6.0
University of Texas at Austin,Sociology,Rejected,3.85,690.0,6.0
University of Indianapolis,Clinical Psychology PsyD,Wait,3.39,680.0,5.5
"University Of Minnesota, Twin Cities (UMN)",Chemistry (Physical),Accepted,3.84,800.0,5.0
Rutgers University,Molecular Biosciences (Biochemistry),Rejected,3.3,800.0,5.0
Loyola University Maryland,Clinical Psychology PsyD,Rejected,3.39,680.0,5.5
"University Of Illinois, Urbana Champaign (UIUC)",Chemistry (Physical),Accepted,3.84,800.0,5.0
University of Denver,Clinical Psychology PsyD,Rejected,3.39,680.0,5.5
Ohio State University (OSU),Chemistry,Accepted,9.99,790.0,3.5
Brown University,Pure Mathematics,Accepted,3.98,800.0,3.5
Michigan State University,Zoology,Rejected,3.6,640.0,4.0
"University Of Michigan, Ann Arbor",Chemistry (Physical),Accepted,3.84,800.0,5.0
University of Miami,Clinical Child Psychology,Rejected,3.7,740.0,5.5
University Of Central Florida (UCF),Computer Science,Accepted,3.0,580.0,3.5
University Of British Columbia (UBC),Computer Science,Accepted,3.5,800.0,4.5
"University Of Washington, Seattle (UW)",Information Science,Rejected,3.7,800.0,4.0
Tufts University,Chemical And Biochemical Engineering,Accepted,3.94,700.0,5.0
"University Of Nevada, Las Vegas",Experimental Psychology,Rejected,3.9,680.0,6.0
"University Of Wisconsin, Madison",Cellular and Molecular Biology,Accepted,2.8,680.0,3.0
"University Of Wisconsin, Madison",Computer Science Engineering,Rejected,3.3,780.0,4.0
"University Of California, Berkeley (UCB)",Mechanical Engineering MS / PhD,Rejected,3.96,800.0,5.5
University Of Washington,Clinical Psychology,Rejected,3.97,780.0,5.0
University of Colorado Boulder,Clinical Psychology,Rejected,3.97,780.0,5.0
University of Kentucky,Clinical Psychology,Rejected,3.97,740.0,5.0
University Of Minnesota (UMN),Mechanical Engineering,Accepted,3.8,800.0,2.5
Northwestern University,English,Rejected,3.89,580.0,4.5
Syracuse University,International Relations,Accepted,3.65,800.0,3.0
"University Of Alabama, Tuscaloosa",American History: Southern,Accepted,3.92,610.0,4.5
"University Of California, Los Angeles (UCLA)",Culture & Performance,Accepted,3.8,770.0,5.0
SUNY Albany,Biomedical Sciences/SPH/Wadsworth,Rejected,3.47,680.0,3.5
BCM,Biosciences (Immunology),Rejected,3.82,760.0,3.5
"University Of Michigan, Ann Arbor",ECE Electrical Engineering,Accepted,4.0,790.0,3.0
London School Of Economics And Political Science,MSc Economics,Accepted,3.91,780.0,5.5
Carnegie Mellon University,Computer Science,Rejected,4.0,800.0,5.5
University of Texas at Austin,ECE(Electrical And Computer Engineering),Accepted,3.7,800.0,4.0
"University Of Illinois, Urbana Champaign (UIUC)",Computer Science,Rejected,3.9,800.0,5.0
Carnegie Mellon University,Computer Science,Accepted,4.0,800.0,4.5
Carnegie Mellon University,Computer Science,Accepted,3.7,800.0,4.5
"University Of North Carolina, Chapel Hill (UNC)",Immunology and Molecular Pathogenesis (IMP),Rejected,3.3,760.0,3.0
Northwestern University,English,Accepted,3.95,720.0,5.5
SUNY Stony Brook,BME,Rejected,3.7,600.0,4.0
University of Oregon,Anthropology,Accepted,3.8,400.0,7.0
"University Of California, Davis (UCD)",Materials Science & Engineering (MSE),Accepted,3.2,730.0,5.0
University Of Virginia (UVA),Astronomy,Accepted,3.73,800.0,4.5
University of Toledo,Clinical Psychology,Rejected,3.92,670.0,4.5
Arizona State University,Social Psychology,Rejected,3.27,660.0,5.0
Massachusetts Institute Of Technology (MIT),Materials Science & Engineering (MSE),Accepted,3.92,800.0,4.0
Princeton University,Chemical And Biological Engineering,Accepted,3.96,800.0,4.5
California Institute of Technology,Organic Chemistry,Accepted,3.96,800.0,4.0
Brandeis University,Biosciences - Neuroscience,Rejected,3.86,760.0,5.0
The University Of North Texas,Clinical Psychology,Rejected,3.5,660.0,4.5
Tri-Institutional Cornell/Well Cornell/SK,Tri-I Computational Biology And Medicine,Rejected,3.9,800.0,5.0
Northwestern Univ.,English,Rejected,3.98,620.0,5.0
"University Of California, San Diego (UCSD)",Psychology,Rejected,3.75,790.0,4.5
Indiana University At Bloomington,Music Theory,Rejected,4.0,730.0,4.5
"University Of California, San Diego (UCSD)",Biosciences (Neuroscience),Rejected,3.9,750.0,5.0
"University Of California, San Diego (UCSD)",Biosciences - Neuroscience,Rejected,3.67,780.0,4.5
University Of British Columbia (UBC),Computer Science,Accepted,3.8,800.0,4.5
"University Of North Carolina, Chapel Hill (UNC)",Philosophy,Accepted,4.0,650.0,5.5
Princeton University,Mathematics,Rejected,4.0,800.0,3.5
Northwestern University,English,Rejected,3.33,790.0,4.5
University of Illinois Urbana-Champaign,I/O,Rejected,3.85,770.0,5.0
Northwestern University,English Literature,Rejected,3.96,650.0,5.0
Pennsylvania State University (Penn State),Communications,Rejected,3.97,640.0,5.0
University of North Carolina at Chapel Hill,Religious Studies,Accepted,3.95,690.0,4.5
Princeton University,Chemical And Biological Engineering,Rejected,3.7,800.0,3.5
"University Of Michigan, Ann Arbor",Communication Studies,Accepted,3.6,670.0,4.5
"University Of Michigan, Ann Arbor",Social Psychology,Rejected,3.3,660.0,5.0
University of Texas at Austin,Interpersonal Communications,Rejected,3.2,670.0,5.0
Princeton University,Chemical And Biological Engineering,Rejected,3.79,800.0,5.5
Yale University School Of Public Health,Epidemiology of Microbial Diseases,Rejected,3.95,800.0,6.0
Massachusetts Institute Of Technology (MIT),Chemistry (Organic),Accepted,3.96,800.0,6.0
Princeton University,Chemistry (Organic),Accepted,3.96,800.0,6.0
University of Pennsylvania,Chemistry (Organic),Accepted,3.96,800.0,6.0
Columbia University,Chemistry (Organic),Accepted,3.96,800.0,6.0
"University Of California, Berkeley (UCB)",Chemistry (Organic),Accepted,3.96,800.0,6.0
Scripps College,Chemistry (Organic),Rejected,3.96,800.0,6.0
"University Of Wisconsin, Madison",Chemical And Biological Engineering,Accepted,3.6,800.0,4.0
University of Rochester,Biomedical Engineering,Rejected,3.9,780.0,4.5
Cornell University,"Biochemistry, Cellular, and Molecular Biology (BCMB)",Rejected,3.64,770.0,4.0
"University Of California, Merced",Physics And Chemistry,Accepted,2.4,770.0,3.5
Bard Graduate Center,"Decorative Arts, Design History and Material Culture",Rejected,3.9,540.0,4.0
University of Nebraska,Clinical Psychology,Rejected,3.5,660.0,4.5
Oklahoma State University,Clinical Psychology,Rejected,3.5,660.0,4.5
University of Pennsylvania,Mechanical Engineering,Accepted,3.0,760.0,3.0
Harvard University,Biophysics,Accepted,3.95,800.0,6.0
"University Of Washington, Seattle",Computer Science,Accepted,3.93,800.0,5.0
Cornell University,Astronomy & Space Sciences,Accepted,3.73,800.0,4.5
University Of Minnesota Twin Cities,Statistics,Rejected,3.8,800.0,4.5
"University Of North Carolina, Chapel Hill (UNC)",Sociology,Accepted,3.8,720.0,5.5
Florida State University,Religious Studies (American Religion),Accepted,4.0,560.0,5.5
South Dakota Central,American History: Southern,Wait,3.87,580.0,5.5
University of Iowa,Clinical Psychology,Rejected,3.93,720.0,5.0
University Of Southern California (USC),Urban Education Policy,Accepted,3.04,670.0,5.0
Northwestern University,"Media, Society, Technology",Rejected,4.0,580.0,5.5
Stony Brook University,Biochemistry And Structural Biology,Rejected,3.3,800.0,5.0
University Of Pennsylvania (UPenn),Biochemistry and Molecular Biophysics,Rejected,2.58,710.0,4.0
Baylor College of Medicine,CMB,Rejected,3.3,710.0,4.0
University of Rochester,Pathology,Rejected,3.3,510.0,4.0
U Mass Medical School,Graduate School Of Biomedical Sciences (GSBS),Rejected,3.3,710.0,4.0
Catholic University Of America,Byzantine And Medieval Studies,Accepted,3.96,670.0,5.0
"Texas Tech University (TTU), Lubbock, Texas",Counseling Psychology,Rejected,3.86,540.0,5.0
Harvard University,Physics,Accepted,3.99,800.0,6.0
Washington University in St. Louis (WashU/WUSTL),Biomedical Engineering,Accepted,3.5,790.0,4.5
Stanford University,"Chemistry, Physical",Accepted,3.89,800.0,5.5
University Of North Carolina (UNC),"Chemistry, Analytical",Accepted,3.89,800.0,5.5
University of Texas at Austin,"Chemistry, Analytical",Accepted,3.89,800.0,5.5
"University Of California, Berkeley (UCB)","Chemistry, Physical",Accepted,3.89,800.0,5.5
"University Of California, Davis (UCD)",Psychology (Cognitive),Rejected,3.88,780.0,5.5
Youngstown State University,History,Accepted,3.5,700.0,5.5
Wheaton College Graduate School,Theology (Systematics),Rejected,3.95,760.0,5.5
Purdue University,Psychology,Rejected,3.38,610.0,4.5
"Florida State University (FSU), Tallahassee.","Psychology, Neuroscience",Rejected,3.38,610.0,4.5
"University Of California, San Diego (UCSD)",International Relations And Pacific Studies,Wait,3.65,800.0,3.0
Ohio State University (OSU),ECE Electrical Engineering,Accepted,3.3,760.0,4.0
"University Of Illinois, Urbana Champaign (UIUC)",Materials Science And Engineering,Rejected,3.72,790.0,4.5
Purdue University–West Lafayette,Chemistry,Rejected,3.7,740.0,3.0
University of Michigan,Materials Science And Engineering,Accepted,3.72,790.0,4.5
Pennsylvania State University - University Park,Chemistry,Rejected,3.7,740.0,3.0
Wheaton College Graduate School,Biblical And Theological Studies (NT),Rejected,3.99,740.0,5.0
University of Nebraska,Social Psychology,Rejected,3.8,770.0,4.5
Carnegie Mellon University,Computer Science,Accepted,3.98,800.0,5.5
University of Chicago,Chemistry (Physical),Accepted,3.84,800.0,5.0
Carnegie Mellon,Computational Finance,Wait,3.7,800.0,4.0
Washington University in St. Louis (WashU/WUSTL),Biomedical Engineering,Accepted,3.74,800.0,4.5
"University Of California, San Francisco (UCSF)",Biomedical Sciences (BMS) Program,Rejected,3.73,780.0,4.5
"University Of North Carolina, Chapel Hill (UNC)",Chemistry,Accepted,3.84,800.0,5.0
Arizona State University,Biodesign,Rejected,3.74,770.0,4.5
Tri-I Chemical Biology,Chemical Biology,Rejected,3.33,800.0,5.0
Rutgers (State University Of New Jersey),Microbiology And Molecular Genetics,Rejected,3.0,680.0,5.5
"University Of Washington, Seattle",Microbiology,Rejected,3.8,770.0,6.0
Carnegie Mellon University,Computer Science,Accepted,3.93,800.0,5.0
Vanderbilt (Peabody),Education Policy,Accepted,3.82,800.0,3.5
University of Pennsylvania,TESOL,Accepted,3.82,800.0,3.5
University Of Georgia Athens,TESOL,Accepted,3.82,800.0,3.5
University Of Utah,Social-Developmental Psychology,Rejected,3.98,710.0,4.0
University Of Pittsburgh GSPH,Epidemiology,Accepted,3.68,740.0,5.5
"University Of Illinois, Urbana Champaign (UIUC)",Materials Science & Engineering (MSE),Accepted,3.9,800.0,4.0
Massachusetts Institute Of Technology (MIT),Materials Science & Engineering (MSE),Accepted,3.9,800.0,4.0
Carnegie Mellon University,Computer Science,Accepted,4.0,800.0,5.5
