unique_id,gender,race,gpa,act_score,household_income,decision
10800,M,white,3.68,30,162469.0,0
18670,F,white,3.72,32,111446.0,0
6969,F,hispanic or latino,3.3369999999999997,33,46072.69,0
8862,M,hispanic or latino,3.2806,35,153472.34,0
11040,F,hispanic or latino,2.9046,30,87084.81999999999,0
11050,F,white,3.55,35,232917.0,0
18,F,white,3.38,n/a,424813.0,1
2815,F,black or african american,3.002,31,59569.02,0
15010,M,hispanic or latino,3.2993999999999994,31,40182.53,1
11963,M,white,3.28,34,108311.0,0
2533,F,white,3.26,29,105581.0,0
5994,F,black or african american,3.2489999999999997,n/a,203376.6,1
8408,M,asian,3.7695,33,137225.36000000002,1
5122,M,white,3.15,33,169752.0,0
10065,F,asian,3.2760000000000002,34,141098.56,0
10171,F,white,3.49,33,242332.0,0
13918,F,asian,3.4125,33,155900.44,0
19884,M,hispanic or latino,3.0362,34,161987.94,0
9049,F,asian,3.423,31,211270.64,0
7722,M,black or african american,3.0494999999999997,n/a,67685.31,0
14047,M,white,3.87,n/a,88187.0,0
15109,F,asian,4.032,33,63782.68,0
14935,M,white,3.94,n/a,91508.0,1
16864,F,white,3.23,36,140106.0,0
10273,M,american indian or alaskan native,3.2271000000000005,34,63903.49,0
4730,F,white,3.77,n/a,261398.0,1
12400,M,asian,3.8535,29,256116.96000000002,0
15366,F,hispanic or latino,3.102,34,99004.22,1
12214,F,black or african american,3.534,30,141073.38,0
4562,F,white,3.52,36,152726.0,0
15008,F,white,3.73,33,259962.0,0
1940,F,asian,3.5385000000000004,33,93191.40000000001,1
1586,M,asian,3.8220000000000005,31,107072.36,0
17997,F,white,3.03,34,79772.0,0
15813,M,asian,4.189500000000001,32,44649.44,0
16264,F,hispanic or latino,3.2148,n/a,43500.93,1
10296,F,white,3.67,33,106831.0,1
2320,F,white,3.24,31,165912.0,0
5300,M,white,3.32,n/a,77072.0,0
9149,M,asian,3.2025,n/a,94732.40000000001,1
7758,M,white,3.1,32,192223.0,0
7474,F,white,3.34,35,143741.0,0
8327,M,asian,3.5805000000000002,34,189916.52000000002,0
6988,M,asian,3.4859999999999998,34,144396.76,0
18502,F,white,3.02,31,566409.0,0
7032,M,white,3.79,30,93461.0,0
14751,M,white,3.72,n/a,148230.0,0
7890,F,white,3.98,32,184454.0,1
11546,M,asian,3.8535,35,163653.28,0
11005,F,white,3.68,36,90514.0,0
4658,M,asian,3.9585000000000004,35,57649.04,1
3715,F,white,3.6,34,113829.0,0
9057,M,white,3.04,31,121598.0,0
1773,M,hispanic or latino,3.4404,33,69940.77,0
17014,F,white,3.82,34,271426.0,0
19048,M,hispanic or latino,3.1959999999999997,31,92576.04,0
9304,M,white,3.23,33,224101.0,0
4363,F,white,3.49,34,57946.0,0
13181,F,white,3.68,n/a,428347.0,1
9065,F,hispanic or latino,2.9985999999999997,32,123654.93,0
14051,F,asian,4.032,33,77935.96,0
7635,M,asian,3.3915,n/a,98241.28,0
13140,M,asian,3.528,n/a,205607.12,0
12325,M,hispanic or latino,2.9046,35,67466.61,0
7098,M,asian,3.465,33,131834.16,1
8450,M,white,3.09,32,63728.0,0
18937,F,asian,4.116,n/a,291335.48000000004,0
12445,M,white,3.69,33,100708.0,0
15502,M,white,3.67,n/a,172607.0,0
7520,M,hispanic or latino,3.2523999999999997,n/a,86308.29,0
17438,F,asian,4.0215000000000005,32,78345.36,0
11469,M,asian,3.8745000000000003,32,130538.8,1
15504,M,asian,3.4545000000000003,31,88800.24,0
12782,F,asian,3.4859999999999998,n/a,100791.52,0
10361,F,asian,3.9060000000000006,33,206409.36000000002,1
1683,M,white,3.06,n/a,112301.0,0
1320,M,hispanic or latino,3.2806,33,65481.06,0
19405,M,black or african american,3.6005,34,63749.7,0
5862,F,white,3.36,33,107857.0,0
10088,M,white,3.67,32,90032.0,0
17805,F,white,3.25,36,194541.0,0
9998,F,asian,3.7905,32,73136.32,0
5590,F,white,3.83,n/a,50344.0,0
7125,M,white,3.1,36,80326.0,1
9275,M,asian,4.168500000000001,n/a,115642.16,1
2639,F,white,3.02,29,130733.0,0
19039,F,white,3.96,n/a,93425.0,0
4307,M,asian,3.2235,34,193837.56,0
14775,M,white,3.85,32,88711.0,0
8218,F,hispanic or latino,2.9328,31,75900.47,0
18044,F,white,3.96,32,199540.0,1
14416,F,hispanic or latino,3.0362,34,88859.31,0
1188,M,asian,3.3915,34,92469.2,0
9302,M,white,3.23,n/a,90662.0,0
7092,M,hispanic or latino,3.1584,35,74634.72,0
4778,M,white,3.46,34,148838.0,0
4098,M,asian,4.0635,33,123115.32,0
19908,M,white,3.18,34,136103.0,0
1408,F,white,3.21,33,174984.0,0
2939,F,hispanic or latino,3.2993999999999994,n/a,73655.67,0
12058,F,black or african american,3.439,35,25712.82,0
2141,M,black or african american,3.5719999999999996,30,111907.53,0
5514,M,asian,3.1814999999999998,33,92160.08,1
18858,F,white,3.67,n/a,206431.0,1
19624,M,asian,3.4755000000000003,36,116121.48000000001,1
3890,F,american indian or alaskan native,3.1527000000000003,n/a,122878.12,0
15129,F,asian,3.1710000000000003,32,100100.6,0
18269,F,white,3.84,34,65284.0,0
4930,F,white,3.93,n/a,184507.0,0
13011,M,asian,3.7065,n/a,103128.32,0
15501,F,white,3.79,n/a,83465.0,0
14595,F,asian,3.654,30,148164.16,0
660,M,white,3.34,31,118763.0,0
18120,M,asian,4.1370000000000005,34,72300.96,0
13202,F,white,3.39,33,113236.0,0
10614,M,asian,4.0215000000000005,34,182636.56,0
4041,M,asian,3.4859999999999998,33,99331.48000000001,0
8351,M,asian,3.8955,n/a,124282.8,0
17182,M,black or african american,3.0969999999999995,n/a,48189.96,1
18810,F,white,3.6,33,145008.0,0
8887,F,white,3.06,33,122516.0,0
6174,M,white,3.35,34,190589.0,0
9534,M,asian,3.57,32,173926.0,0
6555,F,white,3.91,35,205280.0,1
9338,M,white,3.53,n/a,85817.0,0
16333,M,asian,3.6750000000000003,33,264297.60000000003,0
12888,F,black or african american,3.439,30,94467.24,0
11865,M,white,3.13,36,196688.0,0
14027,M,hispanic or latino,3.3557999999999995,n/a,57863.38,0
6150,F,white,3.08,33,101456.0,1
3106,F,white,3.27,n/a,108355.0,0
15801,M,white,3.76,35,101929.0,1
8878,F,white,3.61,32,110278.0,1
4192,M,white,3.12,n/a,188214.0,0
18156,F,asian,3.8850000000000002,n/a,145678.32,0
9486,M,white,3.56,34,65909.0,0
8703,M,white,3.66,33,113130.0,0
17934,M,white,3.25,34,70632.0,0
19934,F,black or african american,3.6765,31,81135.18000000001,0
17118,M,white,3.76,33,75137.0,0
3877,M,asian,3.1710000000000003,36,147246.0,0
19745,F,white,3.37,31,85487.0,0
17568,M,asian,4.095,30,210116.96000000002,0
13535,F,white,3.72,31,47116.0,0
19398,F,asian,3.2760000000000002,33,92659.64,1
9764,F,white,3.33,n/a,125415.0,0
19177,F,white,3.65,32,114068.0,0
5614,F,asian,3.2445,32,143211.80000000002,0
19458,F,hispanic or latino,3.0174,29,111167.62,0
6594,M,asian,4.011,33,77747.36,0
4338,F,white,3.51,n/a,191146.0,0
8535,F,hispanic or latino,3.4309999999999996,34,99460.5,0
9737,M,white,3.76,34,92422.0,0
6764,M,hispanic or latino,3.525,34,64382.45,0
1589,M,white,3.82,n/a,149036.0,0
11202,F,black or african american,3.439,36,62629.56,0
4146,F,hispanic or latino,3.1959999999999997,31,99589.20999999999,0
16825,M,hispanic or latino,3.3276,34,64682.57,0
646,F,asian,4.0635,33,163885.12,0
17264,F,white,3.28,33,203131.0,0
9150,M,white,3.27,32,73066.0,1
2963,M,asian,4.1370000000000005,n/a,68494.0,0
6878,F,white,3.08,35,210452.0,0
12867,M,white,3.78,32,94126.0,0
16955,F,white,3.69,32,107327.0,0
83,F,white,3.75,32,73467.0,0
19231,F,hispanic or latino,3.0831999999999997,34,81689.98,0
3075,F,white,3.14,35,77193.0,0
17353,F,asian,3.2760000000000002,32,179863.68000000002,1
10789,M,asian,3.6645000000000003,33,102729.96,1
4830,M,asian,3.6015,33,209319.32,0
5456,M,hispanic or latino,3.0831999999999997,34,57637.07,0
15191,F,black or african american,3.2775,34,82421.64,1
6578,F,black or african american,3.3724999999999996,n/a,143338.23,0
8276,M,asian,3.2235,33,147971.88,0
11512,F,asian,3.612,32,381483.52,1
4225,M,white,3.36,n/a,149158.0,0
12490,F,hispanic or latino,3.4497999999999998,32,37349.08,1
1225,M,asian,4.0845,33,78706.92,1
15170,M,white,3.46,30,372666.0,0
8483,M,hispanic or latino,2.9892,33,89933.52,0
4560,F,asian,3.8640000000000003,32,141266.0,0
16209,M,black or african american,3.021,n/a,154024.92,1
4262,F,hispanic or latino,3.29,34,104122.12,0
9906,F,white,3.85,32,73384.0,0
2351,M,white,3.68,33,52982.0,0
607,F,hispanic or latino,3.1207999999999996,33,40180.09,0
14514,F,white,3.2,n/a,51338.0,1
1160,M,hispanic or latino,2.9421999999999997,33,40589.4,0
12720,M,white,3.77,n/a,34413.0,1
7589,F,black or african american,2.983,35,92666.7,0
2651,M,white,3.65,n/a,214654.0,0
5656,F,asian,3.7485,36,62732.04,1
9964,M,asian,3.9165,n/a,66105.68000000001,0
19704,M,hispanic or latino,3.1395999999999997,35,175327.41999999998,0
19264,M,hispanic or latino,3.2148,n/a,69193.52,1
15681,F,white,3.15,34,354453.0,0
18102,M,white,3.12,34,91648.0,0
17556,M,white,3.48,32,165399.0,0
1491,M,white,3.28,34,222619.0,1
5565,M,white,3.41,n/a,84022.0,0
606,F,white,3.33,33,135829.0,0
12834,F,white,3.39,35,135440.0,0
2713,M,asian,3.2655,33,104680.36,1
5363,M,white,3.84,31,85004.0,0
10314,F,black or african american,3.401,30,122693.76,0
3636,F,hispanic or latino,3.5156,35,117511.01,0
19357,F,hispanic or latino,3.0362,33,158241.93,0
16075,M,white,3.66,32,231534.0,0
4928,F,hispanic or latino,3.6378,n/a,74446.23,0
19760,M,asian,3.6435000000000004,n/a,104035.44,1
18472,M,native hawaiian or other pacific islander,2.8895999999999997,32,59478.42,1
9371,M,black or african american,3.0494999999999997,n/a,162809.64,0
4686,M,asian,4.1055,29,115586.96,0
5774,F,hispanic or latino,3.0643999999999996,n/a,29072.6,0
1155,M,black or african american,3.3914999999999997,34,47946.78,1
12488,M,hispanic or latino,3.4404,34,221259.19999999998,1
18930,M,white,3.71,35,474858.0,0
3753,M,asian,3.6435000000000004,32,342782.8,1
4075,F,hispanic or latino,3.102,n/a,50059.65,0
18516,M,asian,4.168500000000001,34,175691.48,1
986,M,black or african american,3.7905,n/a,36564.57,1
3265,M,white,3.98,n/a,92634.0,0
1186,F,asian,3.9165,33,108397.16,0
6478,F,black or african american,3.2015,n/a,48942.81,1
15105,M,black or african american,3.686,n/a,47664.54,0
3802,M,white,3.21,34,67138.0,0
4040,F,black or african american,3.61,31,50324.4,0
11169,F,black or african american,3.1825,35,156776.76,0
12481,M,asian,4.2,32,472096.16000000003,0
2380,M,hispanic or latino,3.0362,n/a,98762.05,0
16852,F,white,3.24,35,315715.0,0
10815,M,hispanic or latino,3.5437999999999996,33,58002.46,0
11899,F,hispanic or latino,3.6754,31,105481.81,0
16313,M,black or african american,3.1065,32,71188.11,0
13422,F,white,3.64,31,139454.0,0
19374,M,asian,4.1370000000000005,35,101586.40000000001,1
1989,F,asian,3.423,33,61627.12,0
4726,F,white,3.44,33,85937.0,0
6780,F,asian,3.4125,34,130571.92000000001,0
7503,F,asian,3.8220000000000005,n/a,437829.84,0
12988,M,black or african american,3.534,34,198160.83,1
17430,M,white,3.37,34,123810.0,0
16844,M,asian,3.7380000000000004,34,77259.76000000001,1
19590,M,hispanic or latino,3.666,34,56578.72,1
4935,F,black or african american,3.6005,34,38016.72,0
3297,F,white,3.67,35,156408.0,0
14803,F,asian,3.8325,33,109397.20000000001,1
12616,F,asian,3.2235,29,71337.72,0
19800,M,hispanic or latino,3.4968,35,116537.45,1
17664,M,hispanic or latino,3.6942,n/a,55425.82,0
16284,F,white,3.91,33,237975.0,0
18482,F,white,3.82,33,97506.0,1
17282,F,black or african american,3.4865,32,200518.92,1
7439,F,white,3.33,30,139067.0,1
6093,M,white,3.98,n/a,149203.0,0
2558,F,white,3.62,34,94250.0,0
10394,F,white,3.52,n/a,163318.0,0
2162,M,hispanic or latino,3.2618,n/a,51253.42,0
17046,M,asian,4.074,33,347362.56,1
5082,F,white,3.35,34,73644.0,0
5156,F,black or african american,3.6574999999999998,32,56553.21,0
12164,F,asian,3.8535,34,130942.68000000001,0
11311,F,white,3.03,34,103539.0,1
7688,F,black or african american,3.4865,33,99847.44,0
18846,M,asian,3.969,30,82519.40000000001,0
12821,M,white,3.59,n/a,166094.0,0
9392,F,white,3.38,31,188807.0,0
15000,M,white,3.91,35,173052.0,0
2595,M,white,3.8,34,152790.0,0
8872,F,asian,4.095,33,177771.6,0
6010,M,white,3.67,32,88320.0,0
18354,M,asian,3.4335,34,94716.76000000001,0
1798,F,asian,3.3810000000000002,n/a,112938.28,0
17280,F,white,3.62,32,269963.0,0
13395,F,asian,3.9585000000000004,n/a,133118.48,0
18439,M,asian,3.8745000000000003,34,186156.48,0
3159,F,white,3.19,33,154143.0,1
4097,F,hispanic or latino,3.2993999999999994,35,46447.84,0
9005,M,asian,4.1370000000000005,36,129998.76000000001,0
8522,M,black or african american,3.211,33,92366.82,1
11372,F,hispanic or latino,3.3557999999999995,31,88958.74,0
19342,M,white,3.92,34,83961.0,0
13197,F,white,3.78,29,310931.0,1
18601,F,hispanic or latino,2.8388,n/a,132232.75,0
6025,M,white,3.81,32,76882.0,1
10791,M,white,3.99,30,107886.0,1
924,M,asian,3.3495,36,84935.32,0
2222,F,asian,3.9795000000000003,32,99408.76000000001,0
12422,F,asian,3.4965,n/a,223481.80000000002,0
9800,M,white,3.53,34,100377.0,0
4426,F,asian,3.654,32,49703.0,0
8061,F,white,3.44,34,178767.0,1
3274,M,white,3.16,33,177475.0,1
16206,M,white,3.02,33,71157.0,0
3019,F,hispanic or latino,3.0174,n/a,87450.20999999999,0
302,F,hispanic or latino,2.9233999999999996,32,49865.06,0
11852,F,white,3.96,33,126654.0,0
6588,F,hispanic or latino,3.0362,34,78124.53,0
7161,M,asian,3.5805000000000002,36,139336.76,1
14456,M,asian,3.4545000000000003,n/a,118955.08,0
839,F,asian,3.1500000000000004,30,75911.96,0
11160,M,white,3.63,n/a,333963.0,0
18320,F,asian,3.3495,29,387242.72000000003,0
1558,M,asian,3.192,n/a,151786.2,0
1168,M,asian,4.0845,34,45021.12,1
15221,M,white,3.0,33,210254.0,0
11713,F,asian,4.1055,n/a,196395.16,0
17105,M,white,3.41,n/a,150689.0,1
5902,F,asian,3.5175,n/a,267889.28,1
1590,F,asian,3.7485,34,173786.16,1
17728,F,white,3.68,31,106664.0,0
17204,F,asian,3.9899999999999998,29,115771.88,1
5367,F,white,3.16,31,272678.0,0
4638,M,asian,3.3810000000000002,31,74095.88,0
8795,F,white,3.58,n/a,228137.0,0
194,M,hispanic or latino,3.0738,31,81462.45,0
12632,M,asian,3.5595000000000003,n/a,89332.92,0
2159,F,hispanic or latino,3.0456,32,53302.409999999996,0
1567,M,asian,3.5595000000000003,35,89843.52,0
18272,M,hispanic or latino,3.5343999999999998,n/a,48045.43,0
4205,M,white,3.84,34,161259.0,0
19923,F,asian,3.5385000000000004,34,209047.0,0
5052,F,asian,4.179,31,136581.36000000002,0
14005,F,hispanic or latino,2.8669999999999995,n/a,71063.17,0
1610,M,white,3.34,36,129821.0,0
7243,F,asian,4.032,32,108774.36,0
8172,M,white,3.1,33,163761.0,0
143,M,white,3.04,n/a,199620.0,0
8112,F,black or african american,3.0875,33,72837.45,0
6154,F,white,3.67,n/a,206596.0,0
8225,M,asian,3.633,34,100981.96,0
2574,F,black or african american,2.8785,n/a,113407.56,1
2878,M,white,3.97,35,469442.0,0
17624,F,black or african american,3.059,n/a,128509.92,0
3384,M,white,3.5,32,217539.0,0
16681,F,white,3.71,n/a,96474.0,0
12853,F,hispanic or latino,3.4686,31,113127.55,0
14250,M,asian,3.2760000000000002,35,209507.92,0
11248,F,hispanic or latino,3.4215999999999998,33,32567.899999999998,0
1882,M,white,3.52,33,147398.0,0
3227,F,asian,3.507,n/a,323300.88,0
12774,M,hispanic or latino,3.1771999999999996,29,68016.83,0
16856,M,white,3.15,34,69179.0,0
14122,M,black or african american,3.0494999999999997,29,77626.71,0
15833,F,asian,3.3075,34,80485.28,0
16214,M,hispanic or latino,3.1302,33,102943.59999999999,1
12555,F,white,3.99,n/a,158262.0,0
17418,M,hispanic or latino,3.29,36,70275.05,0
16395,M,white,3.89,32,95504.0,0
12142,F,asian,4.158,n/a,104355.6,0
12989,F,black or african american,3.553,32,106273.44,1
196,M,white,3.23,33,168555.0,0
11556,M,white,3.83,34,80885.0,0
19552,M,white,3.05,31,120791.0,0
17262,F,hispanic or latino,3.7411999999999996,31,94453.62,0
3581,F,white,3.11,35,82179.0,1
13684,F,black or african american,2.907,34,43309.98,0
1552,F,asian,3.3810000000000002,34,60556.240000000005,0
7142,M,asian,3.8220000000000005,33,356067.60000000003,0
12808,F,hispanic or latino,3.713,n/a,97316.34999999999,0
15052,M,hispanic or latino,2.8669999999999995,36,129562.17,0
12044,F,asian,4.0425,n/a,242297.64,0
16181,F,white,3.73,32,174887.0,0
2205,F,hispanic or latino,3.2712,32,103172.95999999999,0
10133,F,white,3.4,35,61317.0,0
10172,M,white,3.92,33,196268.0,0
9342,M,american indian or alaskan native,3.2643,34,39468.049999999996,0
3761,F,hispanic or latino,3.0268,33,36066.86,0
4378,M,hispanic or latino,3.4497999999999998,33,116467.91,0
1205,M,white,3.05,34,229733.0,1
10717,M,white,3.71,35,98078.0,1
5428,F,asian,3.3600000000000003,30,118124.32,0
19068,M,white,3.43,31,87100.0,0
16045,M,white,3.85,n/a,209230.0,0
14212,F,white,3.89,32,163096.0,0
19975,F,asian,3.528,n/a,164937.6,1
13524,M,hispanic or latino,3.7411999999999996,n/a,76639.79,0
4078,F,white,3.12,n/a,86125.0,0
4833,M,white,3.8,n/a,189316.0,0
9690,F,white,3.98,n/a,222779.0,0
10778,F,hispanic or latino,2.9421999999999997,34,53937.42,0
13846,M,white,3.03,34,249989.0,0
13339,F,asian,3.6750000000000003,n/a,71073.68000000001,0
10293,F,white,3.44,n/a,115326.0,1
14195,F,white,3.17,35,95270.0,1
16558,F,black or african american,3.7145,n/a,119436.66,0
373,F,white,3.38,31,88439.0,1
5332,M,asian,3.4965,n/a,106589.36,0
9590,F,asian,3.9795000000000003,33,85302.40000000001,0
2889,M,hispanic or latino,3.5531999999999995,33,56634.84,0
1081,M,white,3.36,n/a,79848.0,1
12707,M,black or african american,3.7905,29,76409.55,1
13883,F,hispanic or latino,3.5437999999999996,34,78419.16,1
12313,F,white,3.03,31,141831.0,0
15387,M,asian,3.8850000000000002,n/a,264087.84,1
11834,M,white,3.66,31,379696.0,0
6845,F,white,3.94,32,76220.0,0
5346,F,asian,4.0215000000000005,32,137826.12,1
3572,M,asian,4.074,n/a,162291.68,0
8270,F,white,4.0,n/a,93305.0,0
16230,F,white,3.74,30,192109.0,0
15061,M,white,3.22,n/a,118416.0,0
8069,M,white,3.56,31,751412.0,1
2218,M,black or african american,3.6574999999999998,34,159235.65,0
10298,F,asian,3.3705000000000003,34,295941.92000000004,1
10264,F,white,3.75,n/a,57108.0,0
5465,M,asian,4.116,31,49672.64,0
6564,F,hispanic or latino,2.9046,33,38621.54,0
10945,F,white,3.1,30,154918.0,0
7672,F,white,3.76,n/a,47848.0,1
19883,F,white,3.82,33,100687.0,0
16772,M,american indian or alaskan native,3.2271000000000005,31,85609.59,0
9289,M,white,3.29,35,76384.0,1
131,F,black or african american,3.3914999999999997,31,118209.42,0
11654,F,white,3.62,33,80891.0,0
18177,F,black or african american,3.2965,33,57341.340000000004,0
17039,F,white,3.3,n/a,93347.0,0
14575,F,white,3.82,32,142044.0,0
10166,M,asian,3.192,33,114571.28,0
908,M,black or african american,3.344,32,109539.99,0
9449,M,white,3.03,34,199700.0,1
19322,M,hispanic or latino,3.0549999999999997,34,72670.52,0
18158,F,hispanic or latino,3.0362,32,99922.88,0
14329,M,asian,3.4859999999999998,36,92478.40000000001,1
11109,F,asian,3.5385000000000004,n/a,240322.40000000002,0
594,M,hispanic or latino,2.9046,35,78812.0,1
3667,F,black or african american,3.5244999999999997,33,28797.3,1
18665,F,asian,3.9585000000000004,34,60805.560000000005,0
3239,M,white,3.76,32,382812.0,0
312,M,asian,3.9899999999999998,n/a,122594.6,0
19818,F,hispanic or latino,3.3933999999999997,35,73115.81999999999,0
17722,F,hispanic or latino,3.0831999999999997,34,132978.78,1
1964,F,black or african american,2.8974999999999995,36,71726.76,1
19571,F,white,3.49,35,61208.0,0
13983,F,asian,3.528,33,160827.96000000002,0
17086,F,black or african american,3.2489999999999997,35,86838.57,0
17076,M,hispanic or latino,3.3181999999999996,34,79835.58,0
5952,F,black or african american,2.945,34,147979.44,0
18228,F,white,3.19,32,103195.0,0
10219,F,white,3.16,n/a,185009.0,0
6992,F,hispanic or latino,2.8857999999999997,n/a,76367.73,0
3436,F,white,3.54,n/a,173480.0,1
18095,M,hispanic or latino,3.1771999999999996,34,244134.19999999998,1
13834,F,asian,3.8115,32,105027.20000000001,0
15471,M,black or african american,3.743,n/a,242799.48,0
3193,M,hispanic or latino,3.0268,33,107438.08,0
1477,M,white,3.47,n/a,143536.0,0
13434,M,asian,4.1265,35,104133.88,0
16828,M,black or african american,3.401,32,62450.01,0
1806,F,white,3.31,33,117023.0,0
18835,M,white,3.24,33,139851.0,1
19433,F,asian,3.528,31,230155.48,0
4840,F,white,3.33,34,66540.0,0
1750,M,hispanic or latino,3.0926,n/a,42219.93,0
11445,F,white,3.36,36,115539.0,0
3469,M,white,3.57,34,86047.0,0
6352,F,hispanic or latino,3.1302,29,85725.74,1
12357,M,white,3.64,34,111868.0,0
12660,F,hispanic or latino,3.3651999999999997,33,40313.68,0
13987,M,asian,3.9795000000000003,36,205286.96000000002,0
6118,F,white,3.89,n/a,277866.0,0
9081,F,asian,3.6854999999999998,33,192056.44,0
19830,F,white,3.7,34,67119.0,0
18280,M,white,3.24,29,141489.0,0
3783,M,hispanic or latino,3.0174,34,128841.15,0
3171,M,black or african american,3.021,34,72752.4,0
15378,M,asian,3.717,31,36309.64,0
3065,F,hispanic or latino,2.8764,35,153921.3,0
9651,M,asian,3.6854999999999998,33,300506.04000000004,0
6234,M,asian,3.9165,n/a,103209.28,0
16194,M,white,3.28,34,124858.0,0
2008,M,asian,3.9060000000000006,34,51249.520000000004,0
1078,M,hispanic or latino,2.8857999999999997,30,57092.34,1
10937,F,asian,3.465,29,162018.44,0
18878,F,asian,3.7905,32,251178.40000000002,1
1840,F,hispanic or latino,3.5625999999999998,36,51706.65,0
5149,F,black or african american,2.945,32,97723.08,0
4705,M,hispanic or latino,3.3933999999999997,n/a,51393.72,0
2777,M,black or african american,3.7525,32,37048.41,1
11691,F,white,3.1,33,93176.0,0
2862,M,white,3.94,32,133186.0,1
12963,F,asian,3.2655,33,173083.28,1
12011,M,hispanic or latino,3.2335999999999996,29,73503.78,0
15470,F,asian,3.8430000000000004,n/a,86535.2,0
3316,M,white,3.81,n/a,167973.0,0
2342,M,asian,3.3915,33,181778.2,0
5974,M,hispanic or latino,3.5343999999999998,35,129498.73,0
151,F,white,3.87,n/a,129768.0,0
6296,M,white,3.94,30,168716.0,0
7805,F,black or african american,3.477,30,116926.74,0
17340,F,white,3.2,35,191615.0,1
8360,M,asian,3.8850000000000002,n/a,70731.44,1
13804,M,white,3.01,34,216534.0,0
2909,M,white,3.42,33,129848.0,0
14495,F,white,3.64,29,151590.0,0
18459,M,hispanic or latino,3.2712,n/a,104560.09999999999,0
405,M,black or african american,3.2965,34,60053.49,1
965,M,asian,4.0215000000000005,35,190652.52000000002,0
10119,M,black or african american,3.1919999999999997,n/a,136636.29,0
11264,M,asian,3.1500000000000004,32,101160.44,0
2468,F,hispanic or latino,3.4779999999999998,31,38985.1,0
8560,F,white,3.19,33,152082.0,0
2370,M,white,3.04,n/a,109028.0,1
9673,M,white,3.37,n/a,178948.0,0
3107,M,white,3.31,n/a,99038.0,0
17154,M,hispanic or latino,3.6283999999999996,35,154462.37,0
4788,M,black or african american,3.42,31,127903.23,1
4482,F,white,3.64,34,168555.0,0
15463,M,white,3.04,34,142500.0,0
3795,F,black or african american,3.3345,33,84435.12,0
9848,M,asian,3.8220000000000005,36,98804.32,0
13925,M,white,3.78,30,71060.0,0
16023,M,white,3.29,30,124364.0,0
16808,F,white,3.14,n/a,209146.0,0
10528,F,white,3.56,33,188155.0,0
2628,M,asian,3.8850000000000002,33,127891.04000000001,1
5607,F,white,3.42,n/a,129705.0,0
4390,M,white,3.02,n/a,215027.0,0
12518,M,hispanic or latino,2.9328,35,91579.3,0
14732,M,hispanic or latino,3.0738,36,45477.94,0
16786,F,asian,3.2235,34,102834.84000000001,0
4400,M,asian,3.213,32,187645.96000000002,0
15962,M,white,3.97,34,121513.0,0
11905,F,asian,3.7590000000000003,35,517215.72000000003,1
11430,F,white,3.91,35,228433.0,1
19270,F,white,3.42,33,123624.0,0
16529,F,white,3.37,34,232286.0,0
11039,F,hispanic or latino,3.4686,35,57098.44,0
5634,F,white,3.26,34,284316.0,1
13154,M,black or african american,3.344,33,32041.170000000002,0
16240,F,hispanic or latino,3.3276,n/a,63055.7,0
5087,F,asian,3.507,34,92713.92,0
11823,M,white,3.6,30,71769.0,1
4348,F,white,3.48,32,171735.0,0
13775,F,hispanic or latino,3.3181999999999996,31,138231.49,0
14369,M,asian,3.2655,33,107103.64,0
7305,M,hispanic or latino,3.3369999999999997,30,80221.09999999999,1
3491,F,white,3.99,n/a,191558.0,0
3538,F,hispanic or latino,3.2993999999999994,36,69741.91,0
13494,F,white,3.07,29,160622.0,0
3315,M,native hawaiian or other pacific islander,3.3504,36,79553.37999999999,1
13343,M,white,4.0,32,77102.0,0
10934,M,white,3.79,32,159870.0,0
19468,M,hispanic or latino,3.0362,31,62870.869999999995,0
4630,M,white,3.84,n/a,193724.0,0
4073,F,white,3.39,35,89340.0,0
1074,M,hispanic or latino,3.4215999999999998,n/a,88680.58,0
17362,M,black or african american,3.553,31,146023.29,1
13805,F,white,3.1,35,200809.0,0
7337,F,white,3.19,n/a,67053.0,0
13130,F,asian,4.000500000000001,n/a,143330.48,0
13623,M,asian,3.9375,35,205019.24000000002,1
10658,M,black or african american,3.401,33,161999.46,0
15964,M,white,3.97,33,119343.0,0
10818,F,asian,3.192,29,69774.64,0
12244,M,black or african american,3.762,34,113658.93000000001,0
15536,M,asian,3.717,34,133919.80000000002,0
14863,M,hispanic or latino,3.6189999999999998,30,62878.189999999995,0
10964,F,white,3.94,n/a,211194.0,0
18866,F,white,3.27,31,155551.0,0
19849,F,white,3.59,32,150814.0,0
3490,F,black or african american,3.762,n/a,77968.8,0
13680,F,white,3.39,32,133106.0,1
17052,M,hispanic or latino,3.2993999999999994,35,73655.67,0
2762,F,black or african american,3.1254999999999997,33,45968.58,0
17824,F,hispanic or latino,3.5814,n/a,61412.97,0
14951,F,white,3.89,n/a,116690.0,0
12643,M,asian,3.6750000000000003,34,70255.8,0
1632,F,hispanic or latino,3.1207999999999996,31,180536.21,0
18845,M,white,3.04,36,85705.0,0
9584,F,hispanic or latino,3.3369999999999997,31,56576.28,0
12743,M,hispanic or latino,3.4215999999999998,n/a,164005.21,0
15354,M,asian,3.528,35,53446.48,0
5520,M,black or african american,3.1825,34,47841.57,0
10204,F,hispanic or latino,2.9046,32,103663.4,0
17006,F,asian,3.3075,n/a,146129.12,0
7380,M,white,3.54,31,116504.0,0
4564,F,black or african american,3.477,32,62669.88,0
